"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"464","Ryan McLeod","BUF","C","32","578.61666666667","553","647","46.08","436","493","46.93","281","342","45.10","38","43","46.91","33.52","42.65","44.01","279","310","47.37","125","147","45.96","18","21","46.15","154","163","48.58","12","12","50.00","325","430","43.05","7","8","46.67","13.52","87.43","1.010","87","121","157","450","35.66","172","157","249","40.86"
"364","Trent Frederic","EDM","C","34","387.56666666667","311","366","45.94","226","245","47.98","150","156","49.02","8","17","32.00","15.58","17.53","47.06","133","175","43.18","59","71","45.38","1","10","9.09","74","104","41.57","5","4","55.56","192","201","48.85","2","3","40.00","5.33","89.10","0.944","64","81","39","316","62.14","98","114","96","50.52"
"161","Chandler Stephenson","SEA","C","31","624.36666666667","593","699","45.90","424","502","45.79","283","319","47.01","31","40","43.66","36.07","45.71","44.10","294","346","45.94","120","149","44.61","14","18","43.75","174","197","46.90","6","10","37.50","388","443","46.69","10","11","47.62","10.95","87.46","0.984","139","126","172","350","44.69","226","160","292","43.63"
"724","Pavel Mintyukov","ANA","D","30","483.28333333333","453","534","45.90","329","385","46.08","199","241","45.23","18","24","42.86","21.71","27.09","44.49","223","278","44.51","83","123","40.29","10","13","43.48","140","155","47.46","6","7","46.15","241","294","45.05","2","4","33.33","9.05","90.04","0.991","57","92","73","434","43.85","125","151","140","47.17"
"816","Michael Misa","S.J","C","7","82.166666666667","71","84","45.81","46","62","42.59","31","50","38.27","4","5","44.44","5.29","4.25","55.48","40","41","49.38","24","17","58.54","3","1","75.00","16","24","40.00","0","1","0.00","37","42","46.84","1","2","33.33","12.90","90.00","1.029","11","22","8","65","57.89","17","26","19","47.22"
"73","Charlie Coyle","CBJ","C","33","572.66666666667","540","639","45.80","394","491","44.52","277","313","46.95","27","44","38.03","28.29","40.19","41.32","245","311","44.06","112","125","47.26","14","16","46.67","133","186","41.69","9","10","47.37","335","440","43.23","4","15","21.05","9.75","85.94","0.957","86","98","174","369","33.08","160","149","321","33.26"
"286","Jonas Siegenthaler","N.J","D","33","645.68333333333","573","678","45.80","414","469","46.89","272","323","45.71","18","32","36.00","27.21","34.76","43.91","251","342","42.33","105","134","43.93","8","18","30.77","146","208","41.24","5","11","31.25","317","396","44.46","3","3","50.00","6.62","90.09","0.967","63","172","126","446","33.33","145","227","229","38.77"
"407","Cale Fleury","SEA","D","4","58.9","49","58","45.79","37","45","45.12","23","33","41.07","2","1","66.67","2.28","2","53.35","20","19","51.28","9","6","60.00","2","1","66.67","11","13","45.83","0","0","-","28","46","37.84","0","0","-","8.70","96.97","1.057","6","11","4","59","60.00","8","19","20","28.57"
"125","Jonas Brodin","MIN","D","30","662.4","592","701","45.78","446","489","47.70","309","331","48.28","32","29","52.46","29.29","32.51","47.40","267","319","45.56","109","132","45.23","18","17","51.43","158","187","45.80","10","8","55.56","334","461","42.01","3","4","42.86","10.36","91.24","1.016","47","123","120","470","28.14","174","204","278","38.50"
"393","Justin Brazeau","PIT","R","18","238.48333333333","210","249","45.75","155","179","46.41","102","111","47.89","17","12","58.62","14.11","12.38","53.26","113","131","46.31","58","63","47.93","8","3","72.73","55","68","44.72","5","8","38.46","120","121","49.79","4","1","80.00","16.67","89.19","1.059","48","46","11","214","81.36","78","64","34","69.64"
"723","Fraser Minten","BOS","C","34","490.53333333333","457","542","45.75","340","402","45.82","215","271","44.24","23","25","47.92","23.2","31.86","42.14","218","250","46.58","95","120","44.19","11","14","44.00","123","130","48.62","6","5","54.55","269","312","46.30","6","5","54.55","10.70","90.77","1.015","72","115","65","404","52.55","129","171","132","49.43"
"164","Adam Pelech","NYI","D","34","692.06666666667","623","739","45.74","462","537","46.25","300","348","46.30","28","35","44.44","35.08","45.75","43.40","279","399","41.15","106","192","35.57","14","17","45.16","173","207","45.53","9","16","36.00","352","455","43.62","3","2","60.00","9.33","89.94","0.993","60","150","168","546","26.32","169","223","322","34.42"
"523","Matthew Robertson","NYR","D","26","416.68333333333","380","451","45.73","275","314","46.69","158","208","43.17","11","22","33.33","16.28","21.23","43.41","184","213","46.35","69","84","45.10","3","10","23.08","115","129","47.13","4","6","40.00","210","258","44.87","3","6","33.33","6.96","89.42","0.964","24","54","70","406","25.53","86","88","134","39.09"
"647","Alex Steeves","BOS","C","18","232.7","209","248","45.73","149","166","47.30","103","110","48.36","16","15","51.61","9.98","11.83","45.77","93","113","45.15","38","44","46.34","8","6","57.14","55","69","44.35","3","5","37.50","122","140","46.56","4","3","57.14","15.53","86.36","1.019","34","56","51","183","40.00","64","74","78","45.07"
"298","Keegan Kolesar","VGK","R","31","329.73333333333","262","311","45.72","189","213","47.01","122","128","48.80","6","16","27.27","10.97","12.85","46.05","113","143","44.14","44","55","44.44","4","9","30.77","69","88","43.95","1","6","14.29","146","182","44.51","0","1","0.00","4.92","87.50","0.924","34","92","64","297","34.69","59","130","113","34.30"
"57","Marcus Foligno","MIN","L","24","316.98333333333","304","361","45.71","204","258","44.16","130","168","43.62","4","16","20.00","12.35","17.34","41.61","143","173","45.25","49","75","39.52","3","8","27.27","94","98","48.96","1","6","14.29","149","238","38.50","0","2","0.00","3.08","90.48","0.936","31","66","67","230","31.63","63","97","130","32.64"
"489","Nils Lundkvist","DAL","D","7","105.73333333333","85","101","45.70","60","65","48.00","38","47","44.71","8","7","53.33","4.64","3.46","57.26","42","44","48.84","21","15","58.33","3","5","37.50","21","29","42.00","3","1","75.00","46","63","42.20","2","1","66.67","21.05","85.11","1.062","12","25","11","91","52.17","24","35","28","46.15"
"396","Mathieu Olivier","CBJ","R","23","321.96666666667","295","351","45.67","222","249","47.13","150","162","48.08","15","14","51.72","14.63","15.94","47.86","126","155","44.84","64","51","55.65","9","2","81.82","62","104","37.35","5","4","55.56","182","225","44.72","1","7","12.50","10.00","91.36","1.014","49","52","60","243","44.95","84","81","119","41.38"
"539","Drew Helleson","ANA","D","32","596.13333333333","527","627","45.67","386","461","45.57","255","309","45.21","28","39","41.79","24.69","34.15","41.95","253","325","43.77","98","142","40.83","15","21","41.67","155","183","45.86","9","10","47.37","292","369","44.18","4","7","36.36","10.98","87.38","0.984","84","122","113","469","42.64","172","185","207","45.38"
"404","Jonah Gadjovich","FLA","L","10","79.433333333333","67","80","45.58","37","52","41.57","23","31","42.59","3","1","75.00","2.69","2.2","54.95","30","31","49.18","14","9","60.87","2","1","66.67","16","22","42.11","0","0","-","38","57","40.00","1","0","100.00","13.04","96.77","1.098","13","18","14","67","48.15","25","23","31","44.64"
"547","Nicholas Robertson","TOR","L","30","379.35","334","399","45.57","257","291","46.90","173","187","48.06","19","22","46.34","16.93","17.65","48.96","155","179","46.41","69","69","50.00","12","12","50.00","86","110","43.88","5","5","50.00","199","227","46.71","2","3","40.00","10.98","88.24","0.992","65","83","53","309","55.08","104","121","104","50.00"
"201","Jason Dickinson","CHI","C","20","303.81666666667","236","283","45.47","174","217","44.50","112","128","46.67","9","22","29.03","9.92","15.33","39.28","92","134","40.71","47","66","41.59","4","8","33.33","45","68","39.82","2","8","20.00","140","211","39.89","3","6","33.33","8.04","82.81","0.908","20","72","108","237","15.63","47","105","179","20.80"
"750","Noah Laba","NYR","C","35","463.55","390","470","45.35","272","315","46.34","166","201","45.23","14","14","50.00","17.39","22.3","43.82","185","197","48.43","73","93","43.98","10","6","62.50","112","104","51.85","4","2","66.67","220","275","44.44","0","6","0.00","8.43","93.03","1.015","55","77","57","472","49.11","111","110","117","48.68"
"52","Brayden McNabb","VGK","D","31","662.05","579","699","45.31","401","477","45.67","279","300","48.19","22","36","37.93","28.46","30.68","48.13","269","329","44.98","106","117","47.53","12","11","52.17","163","212","43.47","5","17","22.73","330","431","43.36","3","8","27.27","7.89","88.00","0.959","104","134","157","438","39.85","203","197","295","40.76"
"498","Tyler Tucker","STL","D","30","394.61666666667","305","369","45.25","228","276","45.24","142","170","45.51","14","29","32.56","12.8","19.88","39.17","150","170","46.88","60","83","41.96","7","17","29.17","90","87","50.85","4","4","50.00","162","197","45.13","3","8","27.27","9.86","82.94","0.928","36","82","45","366","44.44","88","114","75","53.99"
"227","Dakota Mermis","TOR","D","11","143.3","122","148","45.19","90","108","45.45","58","69","45.67","3","6","33.33","5.89","6.77","46.53","55","66","45.45","24","22","52.17","1","3","25.00","31","44","41.33","1","3","25.00","68","88","43.59","1","0","100.00","5.17","91.30","0.965","12","24","13","166","48.00","31","33","31","50.00"
"141","Mathew Dumba","PIT","D","11","164.3","148","180","45.12","105","118","47.09","70","75","48.28","5","11","31.25","6.66","7.08","48.47","61","86","41.50","28","30","48.28","2","6","25.00","33","56","37.08","1","4","20.00","91","101","47.40","2","1","66.67","7.14","85.33","0.925","9","27","21","142","30.00","39","48","46","45.88"
"194","Miles Wood","CBJ","L","27","366.05","337","410","45.11","239","318","42.91","163","208","43.94","15","23","39.47","15.67","22.12","41.46","166","207","44.50","67","76","46.85","11","6","64.71","99","131","43.04","4","11","26.67","179","244","42.32","0","5","0.00","9.20","88.94","0.981","46","60","54","324","46.00","85","93","143","37.28"
